string1,string2,match
SpaceX,Facebook Meta,0
Wall Street,Google LLC,0
Berkshire Hathaway,Berkshire Hathaway,1
Netflix Streaming,California Institute of Technology,0
Airbnb,Samsung Electronics,0
Massachusetts Institute of Technology,Pfizer Pharmaceuticals,0
Adobe Systems,Adobe Systems,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
AMD Inc,AMD Inc,1
Wall Street,Uber Technologies,0
Cisco Systems,Microsoft Corporation,0
John Smith,Tesla Energy,0
Facebook Meta,Facebook Meta,1
PayPal,PayPal,1
California Institute of Technology,Elon Musk,0
SpaceX,Moderna Inc,0
Cisco Systems,Cisco Systems,1
Raytheon Technologies,Raytheon Technologies,1
Goldman Sachs,Goldman Sachs,1
Berkshire Hathaway,Tesla Motors,0
Airbnb,Lockheed Martin,0
Netflix Streaming,Boeing,0
Google LLC,Google LLC,1
Jane Doe,Jane Doe,1
AMD Inc,AMD Inc,1
California Institute of Technology,Space Exploration Technologies,0
Tesla Energy,Tesla Energy,1
New York City,Lockheed Martin,0
Amazon.com,Amazon.com,1
Wall Street,Tesla Motors,0
Boston Dynamics,Boston Consulting Group,0
Tesla Energy,Tesla Energy,1
Johnson & Johnson,Johnson & Johnson,1
Intel Corporation,Spotify,0
AMD Inc,Uber Technologies,0
Pfizer Pharmaceuticals,Tesla Energy,0
Goldman Sachs,Goldman Sachs,1
International Business Machines,Samsung Electronics,0
NASA,NASA,1
Moderna Inc,Boston Consulting Group,0
Amazon.com,Boston Consulting Group,0
Harvard University,Harvard University,1
Siemens,Siemens,1
Wall Street,Wall Street,1
Lyft Inc,Deloitte Consulting,0
Facebook Meta,Jane Doe,0
Deloitte Consulting,Jane Doe,0
Microsoft Corporation,Microsoft Corporation,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Siemens,Siemens,1
Jane Doe,AMD Inc,0
JP Morgan Chase,Lockheed Martin,0
Boston Dynamics,Boston Dynamics,1
YouTube Videos,YouTube Videos,1
SpaceX,SpaceX,1
Cisco Systems,Cisco Systems,1
Tesla Energy,Tesla Energy,1
Accenture,Accenture,1
Oracle Corporation,Oracle Corporation,1
Citibank,Blue Origin,0
Adobe Systems,NASA,0
John Smith,John Smith,1
Boston Dynamics,Boston Dynamics,1
Boston Dynamics,Lyft Inc,0
Moderna Inc,Uber Technologies,0
Netflix Streaming,Spotify,0
International Business Machines,International Business Machines,1
Samsung Electronics,Raytheon Technologies,0
Oracle Corporation,Microsoft Corporation,0
Airbnb,JP Morgan Chase,0
Snapchat,Snapchat,1
Johnson & Johnson,Johnson & Johnson,1
Samsung Electronics,Samsung Electronics,1
McKinsey & Company,Snapchat,0
New York City,New York City,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Goldman Sachs,Goldman Sachs,1
Snapchat,Snapchat,1
Microsoft Corporation,Goldman Sachs,0
Oracle Corporation,Oracle Corporation,1
Johnson & Johnson,Deloitte Consulting,0
California Institute of Technology,New York City,0
Wall Street,Wall Street,1
YouTube Videos,Snapchat,0
Uber Technologies,Uber Technologies,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
SpaceX,SpaceX,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Tesla Energy,Microsoft Corporation,0
Pfizer Pharmaceuticals,Blue Origin,0
International Business Machines,International Business Machines,1
Boeing,Boeing,1
SpaceX,SpaceX,1
New York City,New York City,1
NASA,NASA,1
Apple Inc,Apple Inc,1
Massachusetts Institute of Technology,John Smith,0
NASA,Microsoft Corporation,0
Google LLC,SpaceX,0
NASA,Netflix Streaming,0
NASA,NASA,1
Lockheed Martin,Boston Consulting Group,0
Samsung Electronics,Boston Consulting Group,0
International Business Machines,Facebook Meta,0
Wall Street,Wall Street,1
Uber Technologies,Uber Technologies,1
John Smith,John Smith,1
Deloitte Consulting,Amazon.com,0
Berkshire Hathaway,Berkshire Hathaway,1
Spotify,Spotify,1
Blue Origin,Jane Doe,0
Deloitte Consulting,Boston Consulting Group,0
Lockheed Martin,Lockheed Martin,1
Berkshire Hathaway,Lockheed Martin,0
Morgan Stanley,Morgan Stanley,1
International Business Machines,Adobe Systems,0
Apple Inc,McKinsey & Company,0
John Smith,Accenture,0
Berkshire Hathaway,Uber Technologies,0
Tesla Energy,Morgan Stanley,0
Berkshire Hathaway,Berkshire Hathaway,1
AMD Inc,AMD Inc,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Tesla Energy,Pfizer Pharmaceuticals,0
Deloitte Consulting,Siemens,0
Apple Inc,Apple Inc,1
Snapchat,Snapchat,1
Siemens,Siemens,1
Apple Inc,Apple Inc,1
AMD Inc,AMD Inc,1
Spotify,Blue Origin,0
Deloitte Consulting,Deloitte Consulting,1
Boston Consulting Group,YouTube Videos,0
Spotify,SpaceX,0
Johnson & Johnson,Snapchat,0
Boston Consulting Group,Elon Musk,0
Citibank,Citibank,1
Lyft Inc,Lyft Inc,1
Cisco Systems,Cisco Systems,1
California Institute of Technology,Apple Inc,0
Tesla Energy,Deloitte Consulting,0
Boeing,Tesla Motors,0
SpaceX,Samsung Electronics,0
Boeing,Boeing,1
Johnson & Johnson,Boeing,0
Tesla Motors,Lockheed Martin,0
Facebook Meta,Facebook Meta,1
Wall Street,McKinsey & Company,0
Microsoft Corporation,Boston Dynamics,0
Berkshire Hathaway,JP Morgan Chase,0
Apple Inc,Oracle Corporation,0
Facebook Meta,PayPal,0
Blue Origin,Blue Origin,1
Microsoft Corporation,Microsoft Corporation,1
Snapchat,Lockheed Martin,0
New York City,New York City,1
John Smith,Adobe Systems,0
International Business Machines,International Business Machines,1
Citibank,Citibank,1
Citibank,Citibank,1
Johnson & Johnson,Johnson & Johnson,1
Lockheed Martin,Lockheed Martin,1
Facebook Meta,Adobe Systems,0
Apple Inc,Apple Inc,1
Airbnb,Microsoft Corporation,0
Twitter,Lockheed Martin,0
Lockheed Martin,Lockheed Martin,1
Amazon.com,Twitter,0
Twitter,PayPal,0
General Electric,PayPal,0
Adobe Systems,Harvard University,0
New York City,Samsung Electronics,0
Microsoft Corporation,General Electric,0
Blue Origin,Blue Origin,1
Boston Consulting Group,Boston Consulting Group,1
Wall Street,Wall Street,1
General Electric,General Electric,1
PayPal,Microsoft Corporation,0
Apple Inc,Lyft Inc,0
Accenture,Accenture,1
Boston Dynamics,Boston Dynamics,1
JP Morgan Chase,JP Morgan Chase,1
Spotify,Berkshire Hathaway,0
Apple Inc,Apple Inc,1
Facebook Meta,Facebook Meta,1
John Smith,John Smith,1
Johnson & Johnson,Johnson & Johnson,1
Twitter,Twitter,1
SpaceX,PayPal,0
Moderna Inc,Moderna Inc,1
Facebook Meta,Facebook Meta,1
Citibank,Citibank,1
Amazon.com,Amazon.com,1
California Institute of Technology,California Institute of Technology,1
Tesla Motors,Goldman Sachs,0
Siemens,JP Morgan Chase,0
Netflix Streaming,Netflix Streaming,1
Tesla Motors,Tesla Motors,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Siemens,Siemens,1
General Electric,General Electric,1
Lyft Inc,Lyft Inc,1
SpaceX,NASA,0
General Electric,General Electric,1
NASA,Lyft Inc,0
Spotify,Cisco Systems,0
New York City,Boston Dynamics,0
Boston Dynamics,Boston Dynamics,1
Accenture,Accenture,1
Twitter,Spotify,0
Massachusetts Institute of Technology,Raytheon Technologies,0
Johnson & Johnson,Jane Doe,0
Blue Origin,Blue Origin,1
Cisco Systems,Uber Technologies,0
Spotify,Deloitte Consulting,0
Uber Technologies,Uber Technologies,1
Morgan Stanley,Morgan Stanley,1
Tesla Energy,Tesla Energy,1
Harvard University,Cisco Systems,0
General Electric,Samsung Electronics,0
Siemens,Siemens,1
International Business Machines,Boston Dynamics,0
SpaceX,SpaceX,1
McKinsey & Company,New York City,0
Uber Technologies,Uber Technologies,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Microsoft Corporation,Wall Street,0
Goldman Sachs,Raytheon Technologies,0
Snapchat,Snapchat,1
Wall Street,Wall Street,1
Goldman Sachs,Wall Street,0
Wall Street,Tesla Motors,0
Lockheed Martin,Space Exploration Technologies,0
Boston Consulting Group,Moderna Inc,0
Harvard University,Harvard University,1
Facebook Meta,Facebook Meta,1
Harvard University,Boston Dynamics,0
NASA,NASA,1
Boston Consulting Group,Boston Consulting Group,1
Boston Consulting Group,Boston Consulting Group,1
Boston Consulting Group,Boston Consulting Group,1
Goldman Sachs,Google LLC,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Twitter,Raytheon Technologies,0
Microsoft Corporation,Microsoft Corporation,1
Moderna Inc,Cisco Systems,0
Netflix Streaming,Netflix Streaming,1
AMD Inc,AMD Inc,1
Raytheon Technologies,YouTube Videos,0
Harvard University,Harvard University,1
Blue Origin,Blue Origin,1
New York City,Google LLC,0
Tesla Motors,Tesla Motors,1
Raytheon Technologies,Lockheed Martin,0
Deloitte Consulting,Deloitte Consulting,1
Blue Origin,PayPal,0
Oracle Corporation,Oracle Corporation,1
Goldman Sachs,Goldman Sachs,1
Citibank,Citibank,1
Apple Inc,Morgan Stanley,0
John Smith,John Smith,1
Google LLC,Google LLC,1
New York City,New York City,1
Deloitte Consulting,Morgan Stanley,0
Oracle Corporation,Oracle Corporation,1
Uber Technologies,Uber Technologies,1
Netflix Streaming,Netflix Streaming,1
Twitter,Twitter,1
JP Morgan Chase,JP Morgan Chase,1
New York City,Boeing,0
Lyft Inc,Adobe Systems,0
Airbnb,John Smith,0
Goldman Sachs,Boston Consulting Group,0
Google LLC,Uber Technologies,0
Adobe Systems,Adobe Systems,1
Harvard University,Harvard University,1
Johnson & Johnson,Johnson & Johnson,1
International Business Machines,International Business Machines,1
Airbnb,Airbnb,1
Apple Inc,Apple Inc,1
Lockheed Martin,Lockheed Martin,1
Boston Consulting Group,Boston Consulting Group,1
Facebook Meta,NASA,0
YouTube Videos,YouTube Videos,1
Microsoft Corporation,Google LLC,0
California Institute of Technology,Raytheon Technologies,0
Adobe Systems,McKinsey & Company,0
Lyft Inc,Jane Doe,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Twitter,Lockheed Martin,0
Deloitte Consulting,Johnson & Johnson,0
Microsoft Corporation,Microsoft Corporation,1
General Electric,General Electric,1
Goldman Sachs,Goldman Sachs,1
Accenture,Boston Consulting Group,0
Tesla Motors,Twitter,0
Raytheon Technologies,Intel Corporation,0
Cisco Systems,Cisco Systems,1
Elon Musk,Elon Musk,1
Tesla Motors,Tesla Motors,1
Tesla Energy,Tesla Energy,1
Cisco Systems,Spotify,0
John Smith,Cisco Systems,0
Deloitte Consulting,Deloitte Consulting,1
Microsoft Corporation,Apple Inc,0
Jane Doe,John Smith,0
JP Morgan Chase,Morgan Stanley,0
Boston Consulting Group,Apple Inc,0
Harvard University,Raytheon Technologies,0
Cisco Systems,Cisco Systems,1
SpaceX,Space Exploration Technologies,0
NASA,NASA,1
Spotify,Spotify,1
Google LLC,International Business Machines,0
New York City,Google LLC,0
Raytheon Technologies,Raytheon Technologies,1
Intel Corporation,Twitter,0
Deloitte Consulting,Snapchat,0
Boston Dynamics,Boston Dynamics,1
Raytheon Technologies,Raytheon Technologies,1
Uber Technologies,Uber Technologies,1
Wall Street,John Smith,0
McKinsey & Company,McKinsey & Company,1
Deloitte Consulting,Twitter,0
Cisco Systems,Cisco Systems,1
Apple Inc,Apple Inc,1
Boeing,Boeing,1
Jane Doe,Jane Doe,1
Tesla Energy,Johnson & Johnson,0
YouTube Videos,Apple Inc,0
Netflix Streaming,California Institute of Technology,0
Facebook Meta,Accenture,0
JP Morgan Chase,Harvard University,0
Boston Dynamics,Microsoft Corporation,0
Jane Doe,Jane Doe,1
Tesla Energy,Tesla Energy,1
SpaceX,SpaceX,1
Tesla Energy,Tesla Energy,1
Deloitte Consulting,Deloitte Consulting,1
SpaceX,SpaceX,1
Goldman Sachs,Netflix Streaming,0
NASA,Harvard University,0
Jane Doe,Intel Corporation,0
Cisco Systems,Netflix Streaming,0
Siemens,General Electric,0
Berkshire Hathaway,Berkshire Hathaway,1
Moderna Inc,Citibank,0
Uber Technologies,Apple Inc,0
Netflix Streaming,Deloitte Consulting,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Tesla Energy,Tesla Energy,1
Cisco Systems,Cisco Systems,1
Facebook Meta,Lockheed Martin,0
Jane Doe,General Electric,0
Boeing,Siemens,0
Microsoft Corporation,Microsoft Corporation,1
Elon Musk,Goldman Sachs,0
California Institute of Technology,California Institute of Technology,1
Morgan Stanley,Morgan Stanley,1
Pfizer Pharmaceuticals,JP Morgan Chase,0
Massachusetts Institute of Technology,New York City,0
Cisco Systems,Raytheon Technologies,0
Lyft Inc,Massachusetts Institute of Technology,0
Moderna Inc,Oracle Corporation,0
YouTube Videos,YouTube Videos,1
Blue Origin,Jane Doe,0
Raytheon Technologies,Samsung Electronics,0
John Smith,John Smith,1
Netflix Streaming,Netflix Streaming,1
Lyft Inc,Massachusetts Institute of Technology,0
Uber Technologies,Uber Technologies,1
General Electric,General Electric,1
International Business Machines,International Business Machines,1
Deloitte Consulting,Deloitte Consulting,1
Airbnb,Airbnb,1
Wall Street,Wall Street,1
Samsung Electronics,Samsung Electronics,1
Google LLC,Apple Inc,0
Apple Inc,Apple Inc,1
Lockheed Martin,Lockheed Martin,1
AMD Inc,AMD Inc,1
Siemens,Harvard University,0
YouTube Videos,Berkshire Hathaway,0
Amazon.com,Amazon.com,1
Twitter,John Smith,0
Adobe Systems,Wall Street,0
Apple Inc,Wall Street,0
SpaceX,YouTube Videos,0
Goldman Sachs,Adobe Systems,0
Tesla Energy,Tesla Energy,1
Lyft Inc,Goldman Sachs,0
Massachusetts Institute of Technology,Facebook Meta,0
Wall Street,Boston Consulting Group,0
Samsung Electronics,Harvard University,0
Cisco Systems,Cisco Systems,1
Spotify,Spotify,1
Snapchat,Snapchat,1
Pfizer Pharmaceuticals,Jane Doe,0
Lockheed Martin,Lockheed Martin,1
General Electric,Harvard University,0
Facebook Meta,Facebook Meta,1
Boeing,Boeing,1
YouTube Videos,YouTube Videos,1
Tesla Energy,Tesla Energy,1
Lyft Inc,Lyft Inc,1
Johnson & Johnson,Accenture,0
International Business Machines,Berkshire Hathaway,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
California Institute of Technology,California Institute of Technology,1
Raytheon Technologies,Johnson & Johnson,0
AMD Inc,California Institute of Technology,0
Tesla Motors,Tesla Motors,1
SpaceX,SpaceX,1
Goldman Sachs,Spotify,0
Tesla Motors,Lyft Inc,0
Tesla Motors,Tesla Motors,1
Cisco Systems,Cisco Systems,1
Apple Inc,Apple Inc,1
Apple Inc,Apple Inc,1
Elon Musk,Elon Musk,1
Pfizer Pharmaceuticals,Lyft Inc,0
AMD Inc,AMD Inc,1
New York City,Goldman Sachs,0
NASA,New York City,0
Spotify,Spotify,1
Samsung Electronics,Boeing,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
McKinsey & Company,McKinsey & Company,1
Tesla Motors,Tesla Motors,1
Microsoft Corporation,Adobe Systems,0
Deloitte Consulting,Moderna Inc,0
Boeing,Tesla Motors,0
Raytheon Technologies,International Business Machines,0
General Electric,Lyft Inc,0
Adobe Systems,Uber Technologies,0
International Business Machines,New York City,0
Massachusetts Institute of Technology,JP Morgan Chase,0
AMD Inc,AMD Inc,1
Boston Dynamics,California Institute of Technology,0
Oracle Corporation,Berkshire Hathaway,0
Boeing,Oracle Corporation,0
Space Exploration Technologies,Twitter,0
Deloitte Consulting,Uber Technologies,0
Pfizer Pharmaceuticals,Elon Musk,0
Samsung Electronics,Samsung Electronics,1
Airbnb,Airbnb,1
Lyft Inc,Microsoft Corporation,0
Boston Dynamics,Netflix Streaming,0
Elon Musk,Elon Musk,1
Deloitte Consulting,Deloitte Consulting,1
Moderna Inc,Moderna Inc,1
Deloitte Consulting,Deloitte Consulting,1
New York City,New York City,1
International Business Machines,International Business Machines,1
Raytheon Technologies,Snapchat,0
Tesla Energy,Pfizer Pharmaceuticals,0
Moderna Inc,Moderna Inc,1
Space Exploration Technologies,Space Exploration Technologies,1
Microsoft Corporation,Lyft Inc,0
John Smith,John Smith,1
Snapchat,Snapchat,1
Uber Technologies,PayPal,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Tesla Energy,Tesla Energy,1
Boeing,New York City,0
Facebook Meta,Snapchat,0
Airbnb,Airbnb,1
Goldman Sachs,Goldman Sachs,1
JP Morgan Chase,Raytheon Technologies,0
Elon Musk,Elon Musk,1
Boeing,Boeing,1
Samsung Electronics,Samsung Electronics,1
Cisco Systems,Lockheed Martin,0
JP Morgan Chase,JP Morgan Chase,1
Deloitte Consulting,Moderna Inc,0
Boston Dynamics,Twitter,0
Lockheed Martin,NASA,0
PayPal,PayPal,1
Moderna Inc,NASA,0
Jane Doe,Jane Doe,1
Morgan Stanley,Harvard University,0
Citibank,Citibank,1
Lyft Inc,Lyft Inc,1
Twitter,Twitter,1
Google LLC,Tesla Motors,0
Cisco Systems,Elon Musk,0
Adobe Systems,Adobe Systems,1
Google LLC,Blue Origin,0
John Smith,John Smith,1
Harvard University,JP Morgan Chase,0
YouTube Videos,YouTube Videos,1
Moderna Inc,Moderna Inc,1
Citibank,John Smith,0
Boston Consulting Group,Apple Inc,0
California Institute of Technology,Accenture,0
Wall Street,Wall Street,1
Massachusetts Institute of Technology,Goldman Sachs,0
Wall Street,Wall Street,1
Blue Origin,Moderna Inc,0
McKinsey & Company,Johnson & Johnson,0
Accenture,Accenture,1
Blue Origin,Blue Origin,1
Berkshire Hathaway,Berkshire Hathaway,1
Microsoft Corporation,Microsoft Corporation,1
Siemens,Siemens,1
Moderna Inc,Moderna Inc,1
Snapchat,Snapchat,1
Facebook Meta,Space Exploration Technologies,0
Amazon.com,Deloitte Consulting,0
Deloitte Consulting,Deloitte Consulting,1
Facebook Meta,Facebook Meta,1
Raytheon Technologies,Raytheon Technologies,1
Moderna Inc,Moderna Inc,1
New York City,New York City,1
Twitter,Harvard University,0
Twitter,Twitter,1
Uber Technologies,Harvard University,0
Lockheed Martin,Snapchat,0
Berkshire Hathaway,Accenture,0
Pfizer Pharmaceuticals,Boeing,0
Apple Inc,Apple Inc,1
California Institute of Technology,California Institute of Technology,1
Samsung Electronics,General Electric,0
Twitter,Harvard University,0
PayPal,PayPal,1
JP Morgan Chase,JP Morgan Chase,1
Accenture,Accenture,1
Spotify,Boeing,0
General Electric,Airbnb,0
Goldman Sachs,Tesla Energy,0
Adobe Systems,Adobe Systems,1
Oracle Corporation,Wall Street,0
Apple Inc,Apple Inc,1
Lyft Inc,JP Morgan Chase,0
NASA,General Electric,0
Adobe Systems,Adobe Systems,1
Citibank,Citibank,1
Amazon.com,Amazon.com,1
Netflix Streaming,PayPal,0
SpaceX,Lockheed Martin,0
Lyft Inc,Twitter,0
AMD Inc,Pfizer Pharmaceuticals,0
Johnson & Johnson,International Business Machines,0
Raytheon Technologies,Berkshire Hathaway,0
Facebook Meta,Facebook Meta,1
Boston Dynamics,California Institute of Technology,0
SpaceX,Samsung Electronics,0
Boston Dynamics,Pfizer Pharmaceuticals,0
Deloitte Consulting,California Institute of Technology,0
Massachusetts Institute of Technology,Siemens,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
McKinsey & Company,McKinsey & Company,1
Pfizer Pharmaceuticals,Tesla Energy,0
Apple Inc,Apple Inc,1
Berkshire Hathaway,Berkshire Hathaway,1
Intel Corporation,Siemens,0
Amazon.com,Amazon.com,1
Raytheon Technologies,Boston Consulting Group,0
NASA,Lockheed Martin,0
Uber Technologies,Uber Technologies,1
Raytheon Technologies,California Institute of Technology,0
Twitter,Johnson & Johnson,0
JP Morgan Chase,Boeing,0
Intel Corporation,Intel Corporation,1
Boeing,Airbnb,0
Raytheon Technologies,Raytheon Technologies,1
Amazon.com,Amazon.com,1
Space Exploration Technologies,California Institute of Technology,0
Microsoft Corporation,Goldman Sachs,0
JP Morgan Chase,NASA,0
Twitter,Cisco Systems,0
Siemens,Deloitte Consulting,0
YouTube Videos,Blue Origin,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Jane Doe,Samsung Electronics,0
Samsung Electronics,Twitter,0
Wall Street,Wall Street,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Oracle Corporation,General Electric,0
Deloitte Consulting,NASA,0
Adobe Systems,Adobe Systems,1
Siemens,Samsung Electronics,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Uber Technologies,Uber Technologies,1
Adobe Systems,Snapchat,0
Tesla Motors,Tesla Motors,1
Tesla Motors,Tesla Motors,1
Microsoft Corporation,International Business Machines,0
General Electric,General Electric,1
International Business Machines,International Business Machines,1
General Electric,Apple Inc,0
Harvard University,Accenture,0
Goldman Sachs,Goldman Sachs,1
Facebook Meta,Samsung Electronics,0
Raytheon Technologies,AMD Inc,0
Space Exploration Technologies,Space Exploration Technologies,1
Uber Technologies,Raytheon Technologies,0
Twitter,Samsung Electronics,0
Amazon.com,Amazon.com,1
Apple Inc,Wall Street,0
Facebook Meta,Facebook Meta,1
Space Exploration Technologies,Samsung Electronics,0
Google LLC,Google LLC,1
PayPal,Cisco Systems,0
YouTube Videos,YouTube Videos,1
Moderna Inc,Moderna Inc,1
Snapchat,Snapchat,1
New York City,Microsoft Corporation,0
Tesla Energy,Tesla Energy,1
Blue Origin,Blue Origin,1
Raytheon Technologies,Raytheon Technologies,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Berkshire Hathaway,New York City,0
Raytheon Technologies,Samsung Electronics,0
Netflix Streaming,Netflix Streaming,1
Facebook Meta,Oracle Corporation,0
Space Exploration Technologies,Space Exploration Technologies,1
Microsoft Corporation,Microsoft Corporation,1
Accenture,Accenture,1
Moderna Inc,Moderna Inc,1
NASA,California Institute of Technology,0
Intel Corporation,Space Exploration Technologies,0
Oracle Corporation,Oracle Corporation,1
Boeing,Netflix Streaming,0
Lyft Inc,Lyft Inc,1
Boeing,Boeing,1
Accenture,McKinsey & Company,0
Spotify,Spotify,1
Tesla Motors,Snapchat,0
Boston Dynamics,Harvard University,0
Wall Street,Wall Street,1
John Smith,Netflix Streaming,0
Massachusetts Institute of Technology,Netflix Streaming,0
Morgan Stanley,Morgan Stanley,1
Microsoft Corporation,Jane Doe,0
Elon Musk,Elon Musk,1
Johnson & Johnson,Johnson & Johnson,1
California Institute of Technology,California Institute of Technology,1
YouTube Videos,NASA,0
California Institute of Technology,Netflix Streaming,0
California Institute of Technology,California Institute of Technology,1
Jane Doe,Jane Doe,1
Adobe Systems,Adobe Systems,1
Intel Corporation,Blue Origin,0
Johnson & Johnson,Johnson & Johnson,1
Airbnb,Airbnb,1
Accenture,Cisco Systems,0
Lockheed Martin,Lockheed Martin,1
Space Exploration Technologies,John Smith,0
Blue Origin,Adobe Systems,0
Harvard University,Harvard University,1
Lockheed Martin,Jane Doe,0
Moderna Inc,Moderna Inc,1
Airbnb,Lockheed Martin,0
Facebook Meta,Facebook Meta,1
SpaceX,SpaceX,1
Goldman Sachs,Goldman Sachs,1
General Electric,General Electric,1
Citibank,Citibank,1
Airbnb,Airbnb,1
Tesla Motors,Tesla Motors,1
Blue Origin,Blue Origin,1
AMD Inc,AMD Inc,1
Wall Street,Harvard University,0
Boston Consulting Group,Boston Consulting Group,1
Boston Dynamics,Boston Dynamics,1
Moderna Inc,Moderna Inc,1
Elon Musk,JP Morgan Chase,0
Lockheed Martin,Lockheed Martin,1
Lyft Inc,Moderna Inc,0
Tesla Motors,Tesla Motors,1
Google LLC,Google LLC,1
JP Morgan Chase,Boeing,0
Facebook Meta,General Electric,0
Blue Origin,Blue Origin,1
Citibank,Citibank,1
Google LLC,Oracle Corporation,0
Facebook Meta,John Smith,0
NASA,NASA,1
Accenture,Accenture,1
Wall Street,Wall Street,1
Airbnb,Airbnb,1
Space Exploration Technologies,Space Exploration Technologies,1
Harvard University,Samsung Electronics,0
Boeing,Uber Technologies,0
Berkshire Hathaway,Berkshire Hathaway,1
Tesla Motors,Tesla Motors,1
Morgan Stanley,JP Morgan Chase,0
Amazon.com,Amazon.com,1
NASA,General Electric,0
Harvard University,Uber Technologies,0
Morgan Stanley,Netflix Streaming,0
Facebook Meta,Facebook Meta,1
Morgan Stanley,Morgan Stanley,1
International Business Machines,Lockheed Martin,0
Moderna Inc,Blue Origin,0
PayPal,YouTube Videos,0
Blue Origin,Harvard University,0
Harvard University,Morgan Stanley,0
Wall Street,Wall Street,1
New York City,Microsoft Corporation,0
John Smith,Raytheon Technologies,0
New York City,Pfizer Pharmaceuticals,0
Raytheon Technologies,Tesla Energy,0
General Electric,General Electric,1
Facebook Meta,Oracle Corporation,0
Blue Origin,Boeing,0
General Electric,General Electric,1
Pfizer Pharmaceuticals,Siemens,0
Netflix Streaming,Netflix Streaming,1
Tesla Motors,Tesla Motors,1
Snapchat,Snapchat,1
Harvard University,Intel Corporation,0
Twitter,Twitter,1
Moderna Inc,Moderna Inc,1
Moderna Inc,Moderna Inc,1
Siemens,Siemens,1
Blue Origin,Twitter,0
Moderna Inc,Moderna Inc,1
Spotify,Citibank,0
Goldman Sachs,Jane Doe,0
Cisco Systems,Cisco Systems,1
New York City,Raytheon Technologies,0
Intel Corporation,Intel Corporation,1
Adobe Systems,Adobe Systems,1
Uber Technologies,NASA,0
PayPal,PayPal,1
Moderna Inc,Elon Musk,0
International Business Machines,International Business Machines,1
Harvard University,Boston Consulting Group,0
Johnson & Johnson,Johnson & Johnson,1
Lyft Inc,AMD Inc,0
General Electric,Adobe Systems,0
Boston Dynamics,Boston Dynamics,1
Spotify,Twitter,0
Boston Consulting Group,Boston Consulting Group,1
YouTube Videos,YouTube Videos,1
Lockheed Martin,Boeing,0
SpaceX,AMD Inc,0
Siemens,Snapchat,0
Pfizer Pharmaceuticals,Snapchat,0
Moderna Inc,Moderna Inc,1
Twitter,Boston Consulting Group,0
Snapchat,Snapchat,1
NASA,Berkshire Hathaway,0
Facebook Meta,AMD Inc,0
Raytheon Technologies,Moderna Inc,0
Moderna Inc,Moderna Inc,1
Lockheed Martin,Lockheed Martin,1
New York City,Boston Dynamics,0
Samsung Electronics,Samsung Electronics,1
California Institute of Technology,Pfizer Pharmaceuticals,0
Space Exploration Technologies,Space Exploration Technologies,1
Citibank,Massachusetts Institute of Technology,0
Space Exploration Technologies,Raytheon Technologies,0
Lockheed Martin,Spotify,0
Blue Origin,Blue Origin,1
Cisco Systems,JP Morgan Chase,0
Amazon.com,Amazon.com,1
Boston Consulting Group,New York City,0
International Business Machines,International Business Machines,1
AMD Inc,AMD Inc,1
Deloitte Consulting,Samsung Electronics,0
Goldman Sachs,McKinsey & Company,0
John Smith,John Smith,1
Uber Technologies,Uber Technologies,1
Berkshire Hathaway,Berkshire Hathaway,1
New York City,New York City,1
Intel Corporation,Intel Corporation,1
Berkshire Hathaway,Raytheon Technologies,0
AMD Inc,Boston Consulting Group,0
Adobe Systems,Snapchat,0
New York City,New York City,1
Microsoft Corporation,Microsoft Corporation,1
Lockheed Martin,Tesla Motors,0
New York City,New York City,1
California Institute of Technology,California Institute of Technology,1
International Business Machines,International Business Machines,1
Pfizer Pharmaceuticals,Boston Dynamics,0
General Electric,Siemens,0
PayPal,Goldman Sachs,0
McKinsey & Company,AMD Inc,0
McKinsey & Company,McKinsey & Company,1
Boeing,Accenture,0
Blue Origin,Blue Origin,1
John Smith,John Smith,1
John Smith,John Smith,1
Google LLC,Lyft Inc,0
Accenture,Accenture,1
SpaceX,Citibank,0
Johnson & Johnson,California Institute of Technology,0
Samsung Electronics,Harvard University,0
Twitter,Twitter,1
Boeing,SpaceX,0
Twitter,John Smith,0
Blue Origin,Berkshire Hathaway,0
Uber Technologies,John Smith,0
