string1,string2,match
Raytheon Technologies,Raytheon Technologies,1.0
Siemens,Siemens,1.0
AMD Inc,AMD Inc,1.0
NASA,NASA,1.0
Deloitte Consulting,Deloitte Consulting,1.0
Accenture,John Smith,0.0
Johnson & Johnson,YouTube Videos,0.0
YouTube Videos,Lyft Inc,0.0
Blue Origin,Deloitte Consulting,0.0
Airbnb,Snapchat,0.0
John Smith,John Smith,1.0
Raytheon Technologies,NASA,0.0
New York City,Apple Inc,0.0
Morgan Stanley,Jane Doe,0.0
Deloitte Consulting,Siemens,0.0
Boston Consulting Group,Boston Consulting Group,1.0
Cisco Systems,General Electric,0.0
Deloitte Consulting,Facebook Meta,0.0
Morgan Stanley,Morgan Stanley,1.0
General Electric,Harvard University,0.0
Samsung Electronics,Samsung Electronics,1.0
John Smith,Moderna Inc,0.0
Citibank,YouTube Videos,0.0
Intel Corporation,Citibank,0.0
Cisco Systems,Intel Corporation,0.0
International Business Machines,International Business Machines,1.0
Siemens,Lockheed Martin,0.0
Tesla Motors,Tesla Motors,1.0
Raytheon Technologies,Raytheon Technologies,1.0
Johnson & Johnson,Citibank,0.0
Lyft Inc,Johnson & Johnson,0.0
Raytheon Technologies,Microsoft Corporation,0.0
International Business Machines,Jane Doe,0.0
Boston Dynamics,Boston Dynamics,1.0
Spotify,Spotify,1.0
Jane Doe,Intel Corporation,0.0
Airbnb,Lyft Inc,0.0
PayPal,John Smith,0.0
Samsung Electronics,International Business Machines,0.0
Microsoft Corporation,Microsoft Corporation,1.0
SpaceX,AMD Inc,0.0
Uber Technologies,Uber Technologies,1.0
Harvard University,Netflix Streaming,0.0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1.0
Amazon.com,Amazon.com,1.0
Snapchat,Snapchat,1.0
International Business Machines,International Business Machines,1.0
Airbnb,John Smith,0.0
Jane Doe,Jane Doe,1.0
Lockheed Martin,Lockheed Martin,1.0
Citibank,Netflix Streaming,0.0
Netflix Streaming,Elon Musk,0.0
Deloitte Consulting,International Business Machines,0.0
Cisco Systems,Space Exploration Technologies,0.0
Snapchat,Snapchat,1.0
AMD Inc,AMD Inc,1.0
Adobe Systems,Adobe Systems,1.0
Space Exploration Technologies,Space Exploration Technologies,1.0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1.0
Siemens,Raytheon Technologies,0.0
McKinsey & Company,McKinsey & Company,1.0
International Business Machines,Morgan Stanley,0.0
Boston Consulting Group,Siemens,0.0
Google LLC,Samsung Electronics,0.0
YouTube Videos,California Institute of Technology,0.0
Tesla Energy,Tesla Energy,1.0
Lockheed Martin,Lockheed Martin,1.0
International Business Machines,International Business Machines,1.0
Amazon.com,Harvard University,0.0
Facebook Meta,Facebook Meta,1.0
Citibank,Harvard University,0.0
Wall Street,Wall Street,1.0
Apple Inc,Jane Doe,0.0
JP Morgan Chase,Elon Musk,0.0
Netflix Streaming,Netflix Streaming,1.0
Airbnb,Citibank,0.0
Netflix Streaming,Netflix Streaming,1.0
Morgan Stanley,Morgan Stanley,1.0
Apple Inc,NASA,0.0
Accenture,JP Morgan Chase,0.0
Cisco Systems,Cisco Systems,1.0
Boston Dynamics,Elon Musk,0.0
Boston Dynamics,Boston Dynamics,1.0
Boston Consulting Group,General Electric,0.0
Morgan Stanley,Morgan Stanley,1.0
Moderna Inc,Citibank,0.0
Cisco Systems,Cisco Systems,1.0
Raytheon Technologies,Raytheon Technologies,1.0
Johnson & Johnson,Johnson & Johnson,1.0
Morgan Stanley,Morgan Stanley,1.0
Space Exploration Technologies,Lyft Inc,0.0
Uber Technologies,Massachusetts Institute of Technology,0.0
Twitter,Twitter,1.0
SpaceX,General Electric,0.0
McKinsey & Company,McKinsey & Company,1.0
Wall Street,Morgan Stanley,0.0
NASA,NASA,1.0
Elon Musk,Elon Musk,1.0
Berkshire Hathaway,Berkshire Hathaway,1.0
Accenture,International Business Machines,0.0
Pfizer Pharmaceuticals,Accenture,0.0
McKinsey & Company,Snapchat,0.0
Siemens,Siemens,1.0
Blue Origin,Blue Origin,1.0
Cisco Systems,Blue Origin,0.0
PayPal,PayPal,1.0
Apple Inc,Tesla Motors,0.0
Amazon.com,Amazon.com,1.0
Intel Corporation,Snapchat,0.0
Boston Dynamics,Lyft Inc,0.0
Berkshire Hathaway,Berkshire Hathaway,1.0
NASA,Oracle Corporation,0.0
Spotify,Citibank,0.0
Oracle Corporation,Oracle Corporation,1.0
JP Morgan Chase,JP Morgan Chase,1.0
Intel Corporation,Amazon.com,0.0
Tesla Energy,Tesla Energy,1.0
Space Exploration Technologies,Morgan Stanley,0.0
Elon Musk,Elon Musk,1.0
Harvard University,Deloitte Consulting,0.0
Amazon.com,Boston Consulting Group,0.0
Oracle Corporation,McKinsey & Company,0.0
Adobe Systems,Johnson & Johnson,0.0
NASA,Harvard University,0.0
AMD Inc,AMD Inc,1.0
Airbnb,Airbnb,1.0
Citibank,Citibank,1.0
Siemens,Harvard University,0.0
Elon Musk,Elon Musk,1.0
YouTube Videos,California Institute of Technology,0.0
Citibank,Google LLC,0.0
AMD Inc,AMD Inc,1.0
Accenture,Cisco Systems,0.0
Siemens,Wall Street,0.0
Berkshire Hathaway,Uber Technologies,0.0
Space Exploration Technologies,Microsoft Corporation,0.0
Morgan Stanley,Deloitte Consulting,0.0
Siemens,Siemens,1.0
McKinsey & Company,McKinsey & Company,1.0
Space Exploration Technologies,Space Exploration Technologies,1.0
Boeing,Siemens,0.0
Lockheed Martin,Twitter,0.0
Lyft Inc,Berkshire Hathaway,0.0
Spotify,Blue Origin,0.0
Elon Musk,Elon Musk,1.0
Tesla Motors,Adobe Systems,0.0
Elon Musk,Elon Musk,1.0
Johnson & Johnson,Johnson & Johnson,1.0
Harvard University,Wall Street,0.0
Blue Origin,Blue Origin,1.0
Uber Technologies,McKinsey & Company,0.0
General Electric,Goldman Sachs,0.0
Elon Musk,Elon Musk,1.0
Uber Technologies,Uber Technologies,1.0
Google LLC,Siemens,0.0
Harvard University,Harvard University,1.0
AMD Inc,AMD Inc,1.0
Deloitte Consulting,Amazon.com,0.0
Uber Technologies,Uber Technologies,1.0
Jane Doe,Tesla Energy,0.0
Wall Street,Wall Street,1.0
Blue Origin,Blue Origin,1.0
Citibank,Snapchat,0.0
NASA,NASA,1.0
Oracle Corporation,Oracle Corporation,1.0
Jane Doe,John Smith,0.0
Intel Corporation,Snapchat,0.0
Facebook Meta,Facebook Meta,1.0
Cisco Systems,Johnson & Johnson,0.0
Tesla Energy,Johnson & Johnson,0.0
JP Morgan Chase,JP Morgan Chase,1.0
New York City,New York City,1.0
Cisco Systems,Cisco Systems,1.0
NASA,NASA,1.0
Morgan Stanley,Morgan Stanley,1.0
SpaceX,Facebook Meta,0.0
PayPal,Tesla Energy,0.0
International Business Machines,International Business Machines,1.0
Johnson & Johnson,Microsoft Corporation,0.0
Tesla Motors,Intel Corporation,0.0
California Institute of Technology,Microsoft Corporation,0.0
Samsung Electronics,Samsung Electronics,1.0
Spotify,Space Exploration Technologies,0.0
SpaceX,SpaceX,1.0
Morgan Stanley,Morgan Stanley,1.0
Amazon.com,Wall Street,0.0
Accenture,Spotify,0.0
Citibank,Morgan Stanley,0.0
Spotify,Apple Inc,0.0
Oracle Corporation,Boston Consulting Group,0.0
Amazon.com,Amazon.com,1.0
Oracle Corporation,Oracle Corporation,1.0
Johnson & Johnson,Johnson & Johnson,1.0
PayPal,John Smith,0.0
JP Morgan Chase,JP Morgan Chase,1.0
Twitter,Raytheon Technologies,0.0
Apple Inc,Apple Inc,1.0
Goldman Sachs,Goldman Sachs,1.0
Boeing,Boeing,1.0
Adobe Systems,Adobe Systems,1.0
Adobe Systems,Amazon.com,0.0
Uber Technologies,AMD Inc,0.0
Microsoft Corporation,Harvard University,0.0
Siemens,Siemens,1.0
Lockheed Martin,Lockheed Martin,1.0
YouTube Videos,YouTube Videos,1.0
Morgan Stanley,Morgan Stanley,1.0
Citibank,PayPal,0.0
Google LLC,Pfizer Pharmaceuticals,0.0
Accenture,Accenture ltd,1.0
Citibank,Citibank,1.0
AMD Inc,AMD Inc,1.0
McKinsey & Company,Facebook Meta,0.0
Netflix Streaming,Netflix Streaming,1.0
Microsoft Corporation,Berkshire Hathaway,0.0
Amazon.com,Amazon.com,1.0
Harvard University,Harvard University,1.0
Netflix Streaming,Netflix Streaming,1.0
Boeing,Boeing,1.0
Goldman Sachs,Goldman Sachs,1.0
Boston Dynamics,Boston Dynamics,1.0
Elon Musk,Elon Musk,1.0
Raytheon Technologies,Raytheon Technologies,1.0
Airbnb,Airbnb,1.0
California Institute of Technology,California Institute of Technology,1.0
YouTube Videos,California Institute of Technology,0.0
Airbnb,Uber Technologies,0.0
Lockheed Martin,Intel Corporation,0.0
Space Exploration Technologies,Space Exploration Technologies ltd,1.0
Tesla Energy,Accenture,0.0
McKinsey & Company,Adobe Systems,0.0
Wall Street,Wall Street,1.0
Jane Doe,Jane Doe,1.0
Massachusetts Institute of Technology,Netflix Streaming,0.0
Moderna Inc,Lyft Inc,0.0
Lockheed Martin,Berkshire Hathaway,0.0
General Electric,NASA,0.0
Accenture,Accenture,1.0
Twitter,Twitter,1.0
Accenture,Berkshire Hathaway,0.0
Microsoft Corporation,Microsoft Corporation,1.0
Raytheon Technologies,Raytheon Technologies,1.0
Lockheed Martin,Lockheed Martin,1.0
Microsoft Corporation,Microsoft Corporation,1.0
Twitter,Boston Consulting Group,0.0
Berkshire Hathaway,Berkshire Hathaway,1.0
Amazon.com,Twitter,0.0
Boston Consulting Group,Boston Consulting Group,1.0
Apple Inc,Citibank,0.0
California Institute of Technology,California Institute of Technology,1.0
Goldman Sachs,Goldman Sachs,1.0
AMD Inc,Microsoft Corporation,0.0
Goldman Sachs,Siemens,0.0
Moderna Inc,Moderna Inc,1.0
Jane Doe,Jane Doe,1.0
Boston Consulting Group,Boston Consulting Group,1.0
Lyft Inc,Lyft Inc,1.0
Twitter,Blue Origin,0.0
Google LLC,Apple Inc,0.0
JP Morgan Chase,JP Morgan Chase,1.0
International Business Machines,International Business Machines,1.0
Elon Musk,Elon Musk,1.0
California Institute of Technology,Accenture,0.0
Morgan Stanley,Morgan Stanley,1.0
Airbnb,YouTube Videos,0.0
Lyft Inc,Lyft Inc,1.0
General Electric,Siemens,0.0
Elon Musk,Elon Musk,1.0
PayPal,Lockheed Martin,0.0
Uber Technologies,Massachusetts Institute of Technology,0.0
Lyft Inc,Lyft Inc,1.0
Jane Doe,Jane Doe,1.0
Amazon.com,Amazon.com,1.0
Deloitte Consulting,Deloitte Consulting,1.0
Uber Technologies,Uber Technologies,1.0
Apple Inc,PayPal,0.0
Boeing,PayPal,0.0
Tesla Energy,McKinsey & Company,0.0
Tesla Energy,Tesla Energy,1.0
Samsung Electronics,Samsung Electronics,1.0
Deloitte Consulting,Deloitte Consulting,1.0
Netflix Streaming,SpaceX,0.0
Morgan Stanley,Boston Consulting Group,0.0
NASA,NASA,1.0
Tesla Motors,Tesla Energy,0.0
Goldman Sachs,Wall Street,0.0
Oracle Corporation,Oracle Corporation,1.0
Twitter,International Business Machines,0.0
Netflix Streaming,Netflix Streaming,1.0
Microsoft Corporation,YouTube Videos,0.0
PayPal,Boeing,0.0
Tesla Motors,Tesla Motors,1.0
New York City,YouTube Videos,0.0
Lyft Inc,Lyft Inc,1.0
YouTube Videos,YouTube Videos,1.0
Spotify,Spotify,1.0
Tesla Motors,Blue Origin,0.0
Jane Doe,Jane Doe,1.0
Deloitte Consulting,Lyft Inc,0.0
Lockheed Martin,Moderna Inc,0.0
Google LLC,JP Morgan Chase,0.0
Deloitte Consulting,Berkshire Hathaway,0.0
Uber Technologies,Uber Technologies,1.0
Cisco Systems,Pfizer Pharmaceuticals,0.0
John Smith,John Smith,1.0
Deloitte Consulting,Deloitte Consulting,1.0
Samsung Electronics,Samsung Electronics,1.0
Boeing,Morgan Stanley,0.0
Adobe Systems,Blue Origin,0.0
Tesla Energy,Johnson & Johnson,0.0
Google LLC,Google LLC,1.0
International Business Machines,International Business Machines,1.0
International Business Machines,International Business Machines,1.0
Tesla Motors,Oracle Corporation,0.0
SpaceX,Berkshire Hathaway,0.0
Snapchat,Snapchat,1.0
California Institute of Technology,California Institute of Technology,1.0
Space Exploration Technologies,Deloitte Consulting,0.0
NASA,NASA,1.0
Netflix Streaming,Berkshire Hathaway,0.0
Raytheon Technologies,Johnson & Johnson,0.0
Goldman Sachs,Goldman Sachs,1.0
Moderna Inc,Adobe Systems,0.0
Johnson & Johnson,Oracle Corporation,0.0
Lyft Inc,Lyft Inc,1.0
Raytheon Technologies,Raytheon Technologies,1.0
JP Morgan Chase,Snapchat,0.0
Berkshire Hathaway,Berkshire Hathaway,1.0
SpaceX,SpaceX,1.0
Tesla Motors,Jane Doe,0.0
Tesla Motors,Tesla Motors,1.0
Blue Origin,Microsoft Corporation,0.0
Goldman Sachs,Goldman Sachs,1.0
Lyft Inc,Lyft Inc,1.0
Tesla Energy,Blue Origin,0.0
Uber Technologies,Facebook Meta,0.0
Raytheon Technologies,Goldman Sachs,0.0
Johnson & Johnson,Johnson & Johnson,1.0
PayPal,PayPal,1.0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1.0
Boeing,Jane Doe,0.0
Boston Dynamics,Boston Dynamics,1.0
Amazon.com,Boeing,0.0
New York City,New York City,1.0
Goldman Sachs,Massachusetts Institute of Technology,0.0
Tesla Motors,Boeing,0.0
Pfizer Pharmaceuticals,Accenture,0.0
Netflix Streaming,Samsung Electronics,0.0
Adobe Systems,Adobe Systems,1.0
Moderna Inc,McKinsey & Company,0.0
Space Exploration Technologies,Space Exploration Technologies,1.0
Space Exploration Technologies,NASA,0.0
Microsoft Corporation,Netflix Streaming,0.0
Morgan Stanley,Goldman Sachs,0.0
New York City,Lockheed Martin,0.0
Boston Dynamics,Boston Dynamics,1.0
Space Exploration Technologies,Morgan Stanley,0.0
Pfizer Pharmaceuticals,PayPal,0.0
California Institute of Technology,California Institute of Technology,1.0
Boston Consulting Group,Boston Consulting Group,1.0
New York City,Snapchat,0.0
Twitter,Twitter,1.0
Adobe Systems,Oracle Corporation,0.0
Goldman Sachs,Goldman Sachs,1.0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1.0
Siemens,Johnson & Johnson,0.0
General Electric,PayPal,0.0
Tesla Motors,Tesla Motors,1.0
Harvard University,Harvard University,1.0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1.0
Samsung Electronics,Samsung Electronics,1.0
Accenture,Twitter,0.0
Intel Corporation,McKinsey & Company,0.0
Microsoft Corporation,Netflix Streaming,0.0
Apple Inc,Apple Inc,1.0
Cisco Systems,Cisco Systems,1.0
Blue Origin,Blue Origin,1.0
Twitter,Apple Inc,0.0
Boston Dynamics,Accenture,0.0
Uber Technologies,Moderna Inc,0.0
Blue Origin,Blue Origin,1.0
Citibank,Boeing,0.0
Apple Inc,Elon Musk,0.0
Tesla Motors,Harvard University,0.0
Elon Musk,Elon Musk,1.0
Accenture,Accenture,1.0
Wall Street,Spotify,0.0
Raytheon Technologies,Raytheon Technologies,1.0
Spotify,International Business Machines,0.0
Johnson & Johnson,SpaceX,0.0
McKinsey & Company,McKinsey & Company,1.0
Boston Consulting Group,Siemens,0.0
AMD Inc,AMD Inc,1.0
Space Exploration Technologies,Facebook Meta,0.0
Jane Doe,Jane Doe,1.0
Moderna Inc,Siemens,0.0
Cisco Systems,Cisco Systems,1.0
Space Exploration Technologies,Blue Origin,0.0
Adobe Systems,Twitter,0.0
Boston Dynamics,SpaceX,0.0
Facebook Meta,Facebook Meta,1.0
NASA,NASA,1.0
McKinsey & Company,Amazon.com,0.0
General Electric,General Electric,1.0
Lyft Inc,Pfizer Pharmaceuticals,0.0
McKinsey & Company,McKinsey & Company,1.0
Samsung Electronics,Samsung Electronics,1.0
Deloitte Consulting,Deloitte Consulting,1.0
Harvard University,Berkshire Hathaway,0.0
Johnson & Johnson,Johnson & Johnson,1.0
Jane Doe,Elon Musk,0.0
Airbnb,Netflix Streaming,0.0
PayPal,PayPal,1.0
Wall Street,Morgan Stanley,0.0
Space Exploration Technologies,Johnson & Johnson,0.0
Airbnb,Airbnb,1.0
NASA,NASA,1.0
Tesla Energy,Space Exploration Technologies,0.0
Moderna Inc,Moderna Inc,1.0
California Institute of Technology,Apple Inc,0.0
Spotify,Apple Inc,0.0
Berkshire Hathaway,New York City,0.0
Apple Inc,Snapchat,0.0
Lockheed Martin,Lockheed Martin,1.0
Lockheed Martin,Lockheed Martin,1.0
Snapchat,Snapchat,1.0
Siemens,Siemens,1.0
Raytheon Technologies,Siemens,0.0
Raytheon Technologies,Raytheon Technologies,1.0
YouTube Videos,YouTube Videos,1.0
SpaceX,Harvard University,0.0
International Business Machines,International Business Machines,1.0
New York City,Citibank,0.0
Tesla Motors,Wall Street,0.0
Boston Dynamics,Boston Dynamics,1.0
Harvard University,Harvard University,1.0
McKinsey & Company,Jane Doe,0.0
Tesla Energy,Tesla Energy,1.0
Twitter,Boston Dynamics,0.0
Tesla Motors,New York City,0.0
Amazon.com,Blue Origin,0.0
Blue Origin,Google LLC,0.0
Microsoft Corporation,McKinsey & Company,0.0
Goldman Sachs,Goldman Sachs,1.0
Moderna Inc,Moderna Inc,1.0
Massachusetts Institute of Technology,Jane Doe,0.0
Google LLC,Google LLC,1.0
Wall Street,Jane Doe,0.0
Spotify,Spotify,1.0
Tesla Energy,Morgan Stanley,0.0
Intel Corporation,Intel Corporation,1.0
Adobe Systems,Adobe Systems,1.0
Twitter,Siemens,0.0
Oracle Corporation,Johnson & Johnson,0.0
Tesla Motors,Microsoft Corporation,0.0
Tesla Motors,Tesla Motors,1.0
Boston Dynamics,Boston Dynamics,1.0
NASA,NASA,1.0
Citibank,Citibank,1.0
Airbnb,Google LLC,0.0
Berkshire Hathaway,Berkshire Hathaway,1.0
Space Exploration Technologies,Space Exploration Technologies,1.0
Boston Consulting Group,Boston Consulting Group,1.0
Goldman Sachs,Google LLC,0.0
Apple Inc,Apple Inc,1.0
Microsoft Corporation,Microsoft Corporation,1.0
Amazon.com,Spotify,0.0
Amazon.com,Amazon.com,1.0
Raytheon Technologies,Microsoft Corporation,0.0
Moderna Inc,Moderna Inc,1.0
Twitter,Twitter,1.0
Boeing,Boston Consulting Group,0.0
General Electric,Airbnb,0.0
Google LLC,Google LLC,1.0
Siemens,Siemens,1.0
Google LLC,Snapchat,0.0
Lyft Inc,Lyft Inc,1.0
Boston Dynamics,Goldman Sachs,0.0
John Smith,International Business Machines,0.0
Blue Origin,JP Morgan Chase,0.0
Boston Consulting Group,Microsoft Corporation,0.0
NASA,NASA,1.0
McKinsey & Company,Morgan Stanley,0.0
Johnson & Johnson,Boston Dynamics,0.0
Boston Consulting Group,Boston Consulting Group,1.0
McKinsey & Company,Airbnb,0.0
Uber Technologies,Apple Inc,0.0
Space Exploration Technologies,Space Exploration Technologies,1.0
JP Morgan Chase,JP Morgan Chase,1.0
Snapchat,Snapchat,1.0
Spotify,Spotify,1.0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1.0
Spotify,YouTube Videos,0.0
Accenture,Accenture,1.0
Boston Dynamics,Raytheon Technologies,0.0
Accenture,Accenture,1.0
Microsoft Corporation,Adobe Systems,0.0
Amazon.com,McKinsey & Company,0.0
Jane Doe,Goldman Sachs,0.0
PayPal,PayPal,1.0
Oracle Corporation,Oracle Corporation,1.0
McKinsey & Company,McKinsey & Company,1.0
Citibank,Wall Street,0.0
Space Exploration Technologies,Harvard University,0.0
Spotify,Harvard University,0.0
Tesla Motors,Tesla Motors,1.0
Lockheed Martin,Lockheed Martin,1.0
Accenture,Accenture,1.0
Johnson & Johnson,Oracle Corporation,0.0
Apple Inc,Jane Doe,0.0
Boston Consulting Group,Johnson & Johnson,0.0
Netflix Streaming,SpaceX,0.0
Raytheon Technologies,Tesla Motors,0.0
Snapchat,Oracle Corporation,0.0
Tesla Energy,Tesla Energy,1.0
California Institute of Technology,Blue Origin,0.0
Netflix Streaming,Netflix Streaming,1.0
JP Morgan Chase,Twitter,0.0
Twitter,Twitter,1.0
Massachusetts Institute of Technology,Jane Doe,0.0
Samsung Electronics,Oracle Corporation,0.0
JP Morgan Chase,Raytheon Technologies,0.0
Lockheed Martin,Harvard University,0.0
Tesla Motors,Blue Origin,0.0
Citibank,Citibank,1.0
Oracle Corporation,Space Exploration Technologies,0.0
California Institute of Technology,California Institute of Technology,1.0
General Electric,Boston Dynamics,0.0
Accenture,Accenture,1.0
Harvard University,Raytheon Technologies,0.0
Elon Musk,Morgan Stanley,0.0
Spotify,Twitter,0.0
Goldman Sachs,PayPal,0.0
John Smith,John Smith,1.0
JP Morgan Chase,JP Morgan Chase,1.0
Google LLC,Google LLC,1.0
Uber Technologies,General Electric,0.0
SpaceX,International Business Machines,0.0
Wall Street,Wall Street,1.0
Boston Consulting Group,Amazon.com,0.0
Boston Dynamics,Siemens,0.0
John Smith,PayPal,0.0
Goldman Sachs,Intel Corporation,0.0
Snapchat,Airbnb,0.0
Boston Dynamics,Boston Dynamics,1.0
Google LLC,Google LLC,1.0
Facebook Meta,Facebook Meta,1.0
Blue Origin,Facebook Meta,0.0
Moderna Inc,Blue Origin,0.0
Snapchat,Snapchat,1.0
JP Morgan Chase,YouTube Videos,0.0
Deloitte Consulting,International Business Machines,0.0
Netflix Streaming,Samsung Electronics,0.0
Boston Consulting Group,Boston Consulting Group,1.0
AMD Inc,AMD Inc,1.0
Boston Dynamics,Boston Dynamics,1.0
Blue Origin,Twitter,0.0
Elon Musk,Boston Dynamics,0.0
Johnson & Johnson,AMD Inc,0.0
Tesla Energy,Tesla Energy,1.0
Samsung Electronics,Spotify,0.0
Snapchat,Snapchat,1.0
Apple Inc,Apple Inc,1.0
AMD Inc,Berkshire Hathaway,0.0
Facebook Meta,John Smith,0.0
General Electric,Airbnb,0.0
California Institute of Technology,California Institute of Technology,1.0
Intel Corporation,Intel Corporation,1.0
Lockheed Martin,Cisco Systems,0.0
JP Morgan Chase,JP Morgan Chase,1.0
Tesla Energy,Airbnb,0.0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1.0
Deloitte Consulting,Deloitte Consulting,1.0
Apple Inc,Accenture,0.0
Wall Street,Wall Street,1.0
Deloitte Consulting,Deloitte Consulting,1.0
Lockheed Martin,YouTube Videos,0.0
Goldman Sachs,Amazon.com,0.0
Apple Inc,Apple Inc,1.0
Wall Street,Intel Corporation,0.0
Spotify,Citibank,0.0
Lockheed Martin,Lockheed Martin,1.0
Spotify,Wall Street,0.0
General Electric,NASA,0.0
Citibank,Apple Inc,0.0
Boston Consulting Group,Tesla Energy,0.0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1.0
Airbnb,NASA,0.0
Citibank,Lockheed Martin,0.0
McKinsey & Company,Samsung Electronics,0.0
Tesla Energy,McKinsey & Company,0.0
JP Morgan Chase,Accenture,0.0
Google LLC,PayPal,0.0
Boston Dynamics,Boston Dynamics,1.0
Deloitte Consulting,Deloitte Consulting,1.0
Boston Consulting Group,Boston Consulting Group,1.0
McKinsey & Company,YouTube Videos,0.0
Blue Origin,Harvard University,0.0
SpaceX,Tesla Energy,0.0
Boston Consulting Group,Uber Technologies,0.0
McKinsey & Company,Tesla Energy,0.0
Amazon.com,Tesla Energy,0.0
Netflix Streaming,Netflix Streaming,1.0
Deloitte Consulting,Snapchat,0.0
Microsoft Corporation,Massachusetts Institute of Technology,0.0
Siemens,Netflix Streaming,0.0
Microsoft Corporation,Microsoft Corporation,1.0
Amazon.com,Tesla Energy,0.0
NASA,NASA,1.0
Wall Street,Accenture,0.0
Spotify,Spotify,1.0
SpaceX,General Electric,0.0
International Business Machines,International Business Machines,1.0
YouTube Videos,YouTube Videos,1.0
Boston Consulting Group,Apple Inc,0.0
Siemens,General Electric,0.0
Uber Technologies,Samsung Electronics,0.0
Google LLC,Moderna Inc,0.0
General Electric,PayPal,0.0
California Institute of Technology,John Smith,0.0
Samsung Electronics,Microsoft Corporation,0.0
Citibank,Citibank,1.0
Elon Musk,Jane Doe,0.0
Uber Technologies,Goldman Sachs,0.0
Accenture,Netflix Streaming,0.0
Spotify,Johnson & Johnson,0.0
Boston Dynamics,Massachusetts Institute of Technology,0.0
JP Morgan Chase,Facebook Meta,0.0
Facebook Meta,Twitter,0.0
Lockheed Martin,PayPal,0.0
Apple Inc,Apple Inc,1.0
Microsoft Corporation,McKinsey & Company,0.0
Johnson & Johnson,Johnson & Johnson,1.0
Space Exploration Technologies,Space Exploration Technologies,1.0
Accenture,Citibank,0.0
Tesla Energy,Boston Consulting Group,0.0
JP Morgan Chase,JP Morgan Chase,1.0
Johnson & Johnson,Johnson & Johnson,1.0
Morgan Stanley,New York City,0.0
Microsoft Corporation,YouTube Videos,0.0
Moderna Inc,Snapchat,0.0
SpaceX,SpaceX,1.0
Goldman Sachs,Goldman Sachs,1.0
Tesla Motors,Tesla Motors,1.0
Wall Street,Wall Street,1.0
Citibank,Citibank,1.0
California Institute of Technology,Spotify,0.0
Johnson & Johnson,Space Exploration Technologies,0.0
Cisco Systems,Morgan Stanley,0.0
California Institute of Technology,Tesla Energy,0.0
Amazon.com,Wall Street,0.0
Adobe Systems,Adobe Systems,1.0
NASA,Lockheed Martin,0.0
Google LLC,Google LLC,1.0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1.0
Space Exploration Technologies,Space Exploration Technologies,1.0
Airbnb,Wall Street,0.0
International Business Machines,Moderna Inc,0.0
Twitter,Harvard University,0.0
Lyft Inc,Lyft Inc,1.0
Moderna Inc,Airbnb,0.0
Jane Doe,Microsoft Corporation,0.0
Citibank,Airbnb,0.0
Space Exploration Technologies,McKinsey & Company,0.0
Harvard University,Harvard University,1.0
Google LLC,Amazon.com,0.0
Tesla Energy,Tesla Energy,1.0
Amazon.com,Amazon.com,1.0
Twitter,Twitter,1.0
General Electric,Goldman Sachs,0.0
JP Morgan Chase,Adobe Systems,0.0
Wall Street,Boeing,0.0
Wall Street,Wall Street,1.0
Microsoft Corporation,Microsoft Corporation,1.0
Intel Corporation,International Business Machines,0.0
Microsoft Corporation,Boston Consulting Group,0.0
Space Exploration Technologies,Space Exploration Technologies,1.0
Deloitte Consulting,Deloitte Consulting,1.0
Elon Musk,Elon Musk,1.0
Google LLC,Google LLC,1.0
Lockheed Martin,Lockheed Martin,1.0
SpaceX,SpaceX,1.0
Harvard University,Facebook Meta,0.0
Twitter,Twitter,1.0
New York City,New York City,1.0
Cisco Systems,Cisco Systems,1.0
Siemens,Siemens,1.0
Cisco Systems,Cisco Systems,1.0
Boston Consulting Group,Boston Consulting Group,1.0
Netflix Streaming,Uber Technologies,0.0
Microsoft Corporation,Microsoft Corporation,1.0
John Smith,John Smith,1.0
California Institute of Technology,California Institute of Technology,1.0
Moderna Inc,Moderna Inc,1.0
International Business Machines,International Business Machines,1.0
Citibank,JP Morgan Chase,0.0
Elon Musk,Elon Musk,1.0
Microsoft Corporation,Blue Origin,0.0
McKinsey & Company,McKinsey & Company,1.0
Facebook Meta,Facebook Meta,1.0
Intel Corporation,Intel Corporation,1.0
Google LLC,Google LLC,1.0
Microsoft Corporation,Microsoft Corporation,1.0
Cisco Systems,Morgan Stanley,0.0
Raytheon Technologies,Boston Dynamics,0.0
AMD Inc,Snapchat,0.0
New York City,New York City,1.0
Accenture,Accenture,1.0
Accenture,Boston Consulting Group,0.0
Elon Musk,Netflix Streaming,0.0
John Smith,Adobe Systems,0.0
Accenture,Pfizer Pharmaceuticals,0.0
Lockheed Martin,Amazon.com,0.0
Google LLC,Google LLC,1.0
Berkshire Hathaway,Berkshire Hathaway,1.0
Boeing,Massachusetts Institute of Technology,0.0
Moderna Inc,Goldman Sachs,0.0
Facebook Meta,Facebook Meta,1.0
